name,address,website,phone_number,reviews_count,reviews_average,place_type,opens_at,search_category,search_area,pincode,google_map_link,sheet_category
"Railway Hospital-Out Patient Wing","CGQC+6W7, Lallaguda Railway Colony, Lalaguda, Mettuguda, Secunderabad, Telangana 500017","","","56","3.8","Hospital"," · Opens 8am Thu","Orthopedics Hospital","Chilkalguda","500017","https://www.google.com/maps/search/?api=1&query=Railway+Hospital-Out+Patient+Wing+CGQC%2B6W7%2C+Lallaguda+Railway+Colony%2C+Lalaguda%2C+Mettuguda%2C+Secunderabad%2C+Telangana+500017","Orthopedics_Hospital"
"Chakradhar Reddy","3rd floor, Yogeshwara complex, Ustilis, main road, above subway restaurant, Hafeezpet, Madeenaguda, Hyderabad, Telangana 500049","drchakradharortho.com","094400 19905","587","4.9","Orthopedic clinic"," · Opens 6:30pm Thu","Orthopedics Hospital","Chilkalguda","500049","https://www.google.com/maps/search/?api=1&query=Chakradhar+Reddy+3rd+floor%2C+Yogeshwara+complex%2C+Ustilis%2C+main+road%2C+above+subway+restaurant%2C+Hafeezpet%2C+Madeenaguda%2C+Hyderabad%2C+Telangana+500049","Orthopedics_Hospital"
"Dr Shashivardhan","Room no 10, Road, opposite Gandemma Temple, near BHEL Flyover, Kailash Nagar, Chanda Nagar, Ramachandrapuram (BHEL Township), Hyderabad, Telangana 502032","medicoverhospitals.in","040 6833 4455","100","4.9","Orthopedic surgeon"," · Opens 10am Thu","Orthopedics Hospital","R.C. Puram","502032","https://www.google.com/maps/search/?api=1&query=Dr+Shashivardhan+Room+no+10%2C+Road%2C+opposite+Gandemma+Temple%2C+near+BHEL+Flyover%2C+Kailash+Nagar%2C+Chanda+Nagar%2C+Ramachandrapuram+%28BHEL+Township%29%2C+Hyderabad%2C+Telangana+502032","Orthopedics_Hospital"
"Dr Avinash Katkam | Best Orthopedic Doctor in Hyderabad | Shoulder, Hip & Knee Pain Specialist | Fractures & Knee Replacement","NH 65, Ashok Nagar, Ramachandrapuram, Hyderabad, Telangana 502032","dravinashortho.in","098666 00946","87","5","Orthopedic surgeon"," · Opens 9am Thu","Orthopedics Hospital","R.C. Puram","502032","https://www.google.com/maps/search/?api=1&query=Dr+Avinash+Katkam+%7C+Best+Orthopedic+Doctor+in+Hyderabad+%7C+Shoulder%2C+Hip+%26+Knee+Pain+Specialist+%7C+Fractures+%26+Knee+Replacement+NH+65%2C+Ashok+Nagar%2C+Ramachandrapuram%2C+Hyderabad%2C+Telangana+502032","Orthopedics_Hospital"
"Medicover Hospitals - Chandanagar","Door No 22, Opposite Gandemma Temple, Near BHEL Circle, Road, Chanda Nagar, Ramachandrapuram (BHEL Township), Hyderabad, Telangana 502032","medicoverhospitals.in","040 6833 4455","8059","4.7","Hospital","","Orthopedics Hospital","R.C. Puram","502032","https://www.google.com/maps/search/?api=1&query=Medicover+Hospitals+-+Chandanagar+Door+No+22%2C+Opposite+Gandemma+Temple%2C+Near+BHEL+Circle%2C+Road%2C+Chanda+Nagar%2C+Ramachandrapuram+%28BHEL+Township%29%2C+Hyderabad%2C+Telangana+502032","Orthopedics_Hospital"
"Sreshta Multi Speciality Hospitals - Advanced Plasma Laser Technology || Best Multi Speciality Hospital In Hyderabad","23-72, opp. Sri Sai Stamp vendor, Jyothi Nagar, Ashok Nagar, Bharat Heavy Electricals Limited, Ramachandrapuram, Hyderabad, Telangana 502032","sreshtamultispecialityhospitals.com","099988 86103","329","4.9","Hospital","","Orthopedics Hospital","R.C. Puram","502032","https://www.google.com/maps/search/?api=1&query=Sreshta+Multi+Speciality+Hospitals+-+Advanced+Plasma+Laser+Technology+%7C%7C+Best+Multi+Speciality+Hospital+In+Hyderabad+23-72%2C+opp.+Sri+Sai+Stamp+vendor%2C+Jyothi+Nagar%2C+Ashok+Nagar%2C+Bharat+Heavy+Electricals+Limited%2C+Ramachandrapuram%2C+Hyderabad%2C+Telangana+502032","Orthopedics_Hospital"
"Dr. ASHWIN ORTHOCARE","3rd floor, sri ganesh towers, Dr. Ashwin orthocare, beside sbi bank, Ashok Nagar, Ramachandrapuram, Hyderabad, Telangana 502032","drashwinortho.com","082470 60159","254","5","Medical clinic"," · Opens 5pm Thu","Orthopedics Hospital","R.C. Puram","502032","https://www.google.com/maps/search/?api=1&query=Dr.+ASHWIN+ORTHOCARE+3rd+floor%2C+sri+ganesh+towers%2C+Dr.+Ashwin+orthocare%2C+beside+sbi+bank%2C+Ashok+Nagar%2C+Ramachandrapuram%2C+Hyderabad%2C+Telangana+502032","Orthopedics_Hospital"
"Dr Varun Teja - Orthopaedic and Joint Replacement Surgeon, Chandanagar","Door No 22, Medicover Hospitals, Cabin no: 5, opposite Gandemma Temple, near BHEL Flyover, Chanda Nagar, Hyderabad, Telangana 502032","medicoverhospitals.in","040 6833 4455","26","5","Orthopedic surgeon"," · Opens 9:30am Thu","Orthopedics Hospital","R.C. Puram","502032","https://www.google.com/maps/search/?api=1&query=Dr+Varun+Teja+-+Orthopaedic+and+Joint+Replacement+Surgeon%2C+Chandanagar+Door+No+22%2C+Medicover+Hospitals%2C+Cabin+no%3A+5%2C+opposite+Gandemma+Temple%2C+near+BHEL+Flyover%2C+Chanda+Nagar%2C+Hyderabad%2C+Telangana+502032","Orthopedics_Hospital"
"EUREKA HOSPITAL","below vision plus hospital, near sbi bank, Mallikarjuna Nagar, Ushkebhavi, Madeenaguda, Hyderabad, Telangana 502032","","081423 76336","5","4.2","Hospital"," · Opens 10am Thu","Orthopedics Hospital","R.C. Puram","502032","https://www.google.com/maps/search/?api=1&query=EUREKA+HOSPITAL+below+vision+plus+hospital%2C+near+sbi+bank%2C+Mallikarjuna+Nagar%2C+Ushkebhavi%2C+Madeenaguda%2C+Hyderabad%2C+Telangana+502032","Orthopedics_Hospital"
"PM Hospitals (Panacea Meridian Hospitals) - 24/7 Emergency","41, Beeramguda Main Rd, Shirdi Sai Colony, Beeramguda, Hyderabad, Telangana 502032","panaceameridianhospitals.com","090590 54777","89","4.8","Hospital","","Orthopedics Hospital","R.C. Puram","502032","https://www.google.com/maps/search/?api=1&query=PM+Hospitals+%28Panacea+Meridian+Hospitals%29+-+24%2F7+Emergency+41%2C+Beeramguda+Main+Rd%2C+Shirdi+Sai+Colony%2C+Beeramguda%2C+Hyderabad%2C+Telangana+502032","Orthopedics_Hospital"
"Shree Veda Multispeciality Hospital | Best Hospital in Hyderabad | General Physician | 24*7 Emergency & Ambulance Services","NH 65, Ashok Nagar, Bharat Heavy Electricals Limited, Ramachandrapuram, Hyderabad, Telangana 502032","shreevedahospitals.com","090590 45473","901","4.8","Hospital","","Orthopedics Hospital","R.C. Puram","502032","https://www.google.com/maps/search/?api=1&query=Shree+Veda+Multispeciality+Hospital+%7C+Best+Hospital+in+Hyderabad+%7C+General+Physician+%7C+24%2A7+Emergency+%26+Ambulance+Services+NH+65%2C+Ashok+Nagar%2C+Bharat+Heavy+Electricals+Limited%2C+Ramachandrapuram%2C+Hyderabad%2C+Telangana+502032","Orthopedics_Hospital"
"ORANGE Specialist Clinics & Hospital","Beside Krishnaveni Talent school, Icrisat colony phase II, kistareddypet, road, Beeramguda, Ramachandrapuram, Hyderabad, Telangana 502032","","093468 93939","51","3.6","Hospital"," · Closes 11pm","Orthopedics Hospital","R.C. Puram","502032","https://www.google.com/maps/search/?api=1&query=ORANGE+Specialist+Clinics+%26+Hospital+Beside+Krishnaveni+Talent+school%2C+Icrisat+colony+phase+II%2C+kistareddypet%2C+road%2C+Beeramguda%2C+Ramachandrapuram%2C+Hyderabad%2C+Telangana+502032","Orthopedics_Hospital"
"RegenOrthoSport Orthopedic Hospital","First Floor, Bilwa 45, Plot No, 1057-A, Road No. 45 Jubilee Hills, Nandagiri Hills, Jubilee Hills, Telangana 500033","regenorthosport.in","096769 48899","321","4.6","Orthopedic clinic"," · Opens 9am Thu","Orthopedics Hospital","Jubilee Hills","500033","https://www.google.com/maps/search/?api=1&query=RegenOrthoSport+Orthopedic+Hospital+First+Floor%2C+Bilwa+45%2C+Plot+No%2C+1057-A%2C+Road+No.+45+Jubilee+Hills%2C+Nandagiri+Hills%2C+Jubilee+Hills%2C+Telangana+500033","Orthopedics_Hospital"
"Department of Orthopaedics || Apollo Hospital Jubilee Hills Hyderabad","Apollo Hospitals Jubilee Hills, Rd Number 72, opposite Bharatiya Vidya Bhavan School, Film Nagar, Hyderabad, Telangana 500096","apollohospitals.com","040 6907 1200","27","4.3","Hospital","","Orthopedics Hospital","Jubilee Hills","500096","https://www.google.com/maps/search/?api=1&query=Department+of+Orthopaedics+%7C%7C+Apollo+Hospital+Jubilee+Hills+Hyderabad+Apollo+Hospitals+Jubilee+Hills%2C+Rd+Number+72%2C+opposite+Bharatiya+Vidya+Bhavan+School%2C+Film+Nagar%2C+Hyderabad%2C+Telangana+500096","Orthopedics_Hospital"
"Apollo Hospitals | Best Hospital in Jubilee Hills Hyderabad","Road No 72, opp. Bharatiya Vidya Bhavan School, Film Nagar, Jubilee Hills, Hyderabad, Telangana 500033","apollohospitals.com","040 6907 1200","36129","4.8","Hospital","","Orthopedics Hospital","Jubilee Hills","500033","https://www.google.com/maps/search/?api=1&query=Apollo+Hospitals+%7C+Best+Hospital+in+Jubilee+Hills+Hyderabad+Road+No+72%2C+opp.+Bharatiya+Vidya+Bhavan+School%2C+Film+Nagar%2C+Jubilee+Hills%2C+Hyderabad%2C+Telangana+500033","Orthopedics_Hospital"
"Dr. AV Anand - Pediatric Orthopedic Surgeon","293/A, Check Post, Plot No. 8-2, Road No. 36, near Jubilee Hills, Jubilee Hills, Hyderabad, Telangana 500033","","074181 84183","111","4.8","Pediatric orthopedic surgeon","Closed · Opens 9am Thu","Orthopedics Hospital","Jubilee Hills","500033","https://www.google.com/maps/search/?api=1&query=Dr.+AV+Anand+-+Pediatric+Orthopedic+Surgeon+293%2FA%2C+Check+Post%2C+Plot+No.+8-2%2C+Road+No.+36%2C+near+Jubilee+Hills%2C+Jubilee+Hills%2C+Hyderabad%2C+Telangana+500033","Orthopedics_Hospital"
"Department of Orthopedics-Sports Medicine Apollo Hospitals Jubilee Hills Hyderabad","Best Hospital, Apollo Hospital Jubilee Hills, Rd Number 72, opposite Bharatiya Vidya Bhavan School, Film Nagar, Hyderabad, Telangana 500096","apollohospitals.com","040 6907 1200","4","3.8","Hospital","","Orthopedics Hospital","Jubilee Hills","500096","https://www.google.com/maps/search/?api=1&query=Department+of+Orthopedics-Sports+Medicine+Apollo+Hospitals+Jubilee+Hills+Hyderabad+Best+Hospital%2C+Apollo+Hospital+Jubilee+Hills%2C+Rd+Number+72%2C+opposite+Bharatiya+Vidya+Bhavan+School%2C+Film+Nagar%2C+Hyderabad%2C+Telangana+500096","Orthopedics_Hospital"
"Dr.Kaushik Reddy | Consultant Orthopedics - Sports Medicine | Best Orthopaedic Surgeon in Hyderabad|","Jubilee Hills, Rd Number 72, opposite Bharatiya Vidya Bhavan School, Film Nagar, Hyderabad, Telangana 500096","apollohospitals.com","040 6907 1296","799","5","Orthopedic surgeon"," · Opens 10am Thu","Orthopedics Hospital","Jubilee Hills","500096","https://www.google.com/maps/search/?api=1&query=Dr.Kaushik+Reddy+%7C+Consultant+Orthopedics+-+Sports+Medicine+%7C+Best+Orthopaedic+Surgeon+in+Hyderabad%7C+Jubilee+Hills%2C+Rd+Number+72%2C+opposite+Bharatiya+Vidya+Bhavan+School%2C+Film+Nagar%2C+Hyderabad%2C+Telangana+500096","Orthopedics_Hospital"
"Dr. Balavardhan Reddy | Best Orthopedic Doctor in Jubilee Hills","Apollo Health City, Road No 72, Opp Bharatiya Vidya Bhavan School, Film Nagar, Jubilee Hills, Hyderabad, Telangana 500096","drbalavardhanreddy.com","063096 26161","210","4.9","Orthopedic surgeon"," · Opens 9am Thu","Orthopedics Hospital","Jubilee Hills","500096","https://www.google.com/maps/search/?api=1&query=Dr.+Balavardhan+Reddy+%7C+Best+Orthopedic+Doctor+in+Jubilee+Hills+Apollo+Health+City%2C+Road+No+72%2C+Opp+Bharatiya+Vidya+Bhavan+School%2C+Film+Nagar%2C+Jubilee+Hills%2C+Hyderabad%2C+Telangana+500096","Orthopedics_Hospital"
"Dr Krishna Kiran","Road No. 36, opp. Metro pillar no 1625, Jawahar Colony, Jubilee Hills, Hyderabad, Telangana 500033","drkrishnakiran.com","072073 71679","35","5","Orthopedic surgeon"," · Opens 5pm Thu","Orthopedics Hospital","Jubilee Hills","500033","https://www.google.com/maps/search/?api=1&query=Dr+Krishna+Kiran+Road+No.+36%2C+opp.+Metro+pillar+no+1625%2C+Jawahar+Colony%2C+Jubilee+Hills%2C+Hyderabad%2C+Telangana+500033","Orthopedics_Hospital"
"Dr. K J Reddy - Best Orthopaedic Surgeon in Hyderabad | Apollo Hospitals","Room No – 960, International Pavilion, Apollo Hospitals Group, Jubilee Hills, Hyderabad, Telangana 500003","apollohospitals.com","073868 63029","1547","5","Orthopedic surgeon","Closed · Opens 9am Thu","Orthopedics Hospital","Jubilee Hills","500003","https://www.google.com/maps/search/?api=1&query=Dr.+K+J+Reddy+-+Best+Orthopaedic+Surgeon+in+Hyderabad+%7C+Apollo+Hospitals+Room+No+%E2%80%93+960%2C+International+Pavilion%2C+Apollo+Hospitals+Group%2C+Jubilee+Hills%2C+Hyderabad%2C+Telangana+500003","Orthopedics_Hospital"
"Dr. A MOHAN KRISHNA - Orthopedic Surgeon","Room No 9055, Department Of Orthopedics Apollo Hospitals, Temple, beside Film Nagar, Film Nagar, Hyderabad, Telangana 500096","drmohankrishna.com","092472 58989","206","4.8","Orthopedic clinic"," · Opens 10am Thu","Orthopedics Hospital","Jubilee Hills","500096","https://www.google.com/maps/search/?api=1&query=Dr.+A+MOHAN+KRISHNA+-+Orthopedic+Surgeon+Room+No+9055%2C+Department+Of+Orthopedics+Apollo+Hospitals%2C+Temple%2C+beside+Film+Nagar%2C+Film+Nagar%2C+Hyderabad%2C+Telangana+500096","Orthopedics_Hospital"
"MAA ENT Hospitals | Jubilee Hills Best ENT Hospital","8-2-293/82/A, 1266, Road No. 36, Jubilee Hills, Hyderabad, Telangana 500033","maaent.com","090001 85185","2503","4.4","ENT Specialist","","Orthopedics Hospital","Jubilee Hills","500033","https://www.google.com/maps/search/?api=1&query=MAA+ENT+Hospitals+%7C+Jubilee+Hills+Best+ENT+Hospital+8-2-293%2F82%2FA%2C+1266%2C+Road+No.+36%2C+Jubilee+Hills%2C+Hyderabad%2C+Telangana+500033","Orthopedics_Hospital"
"Dr. Jairamchander Pingle - Best Orthopedic surgeon in Hyderabad | Apollo Hospitals | 53+ Yrs of Exp","Road No 72, Opp Bharatiya Vidya Bhavan School, Film Nagar, Apollo Health City Rd, Jubilee Hills, Hyderabad, Telangana 500003","apollohospitals.com","080 6297 0342","171","4.8","Orthopedic surgeon"," · Opens 9am Thu","Orthopedics Hospital","Jubilee Hills","500003","https://www.google.com/maps/search/?api=1&query=Dr.+Jairamchander+Pingle+-+Best+Orthopedic+surgeon+in+Hyderabad+%7C+Apollo+Hospitals+%7C+53%2B+Yrs+of+Exp+Road+No+72%2C+Opp+Bharatiya+Vidya+Bhavan+School%2C+Film+Nagar%2C+Apollo+Health+City+Rd%2C+Jubilee+Hills%2C+Hyderabad%2C+Telangana+500003","Orthopedics_Hospital"
"Dr. Karthik Pingle - Best Orthopedic surgeon in Hyderabad | Apollo Hospitals","Road No 72, Opp. Bharatiya Vidya Bhavan School, Film Nagar, Apollo Health City Jubilee Hills, Hyderabad, Telangana 500096","apollohospitals.com","080 6297 0343","172","4.9","Orthopedic surgeon"," · Opens 9am Thu","Orthopedics Hospital","Jubilee Hills","500096","https://www.google.com/maps/search/?api=1&query=Dr.+Karthik+Pingle+-+Best+Orthopedic+surgeon+in+Hyderabad+%7C+Apollo+Hospitals+Road+No+72%2C+Opp.+Bharatiya+Vidya+Bhavan+School%2C+Film+Nagar%2C+Apollo+Health+City+Jubilee+Hills%2C+Hyderabad%2C+Telangana+500096","Orthopedics_Hospital"
"Impact Ortho Center","Apollo Hospitals, Jubilee Hills, opposite Bharatiya Vidya Bhavan School, Film Nagar, Hyderabad, Telangana 500096","impactorthocenter.com","094945 59848","23","5","Orthopedic surgeon"," · Opens 10am Thu","Orthopedics Hospital","Jubilee Hills","500096","https://www.google.com/maps/search/?api=1&query=Impact+Ortho+Center+Apollo+Hospitals%2C+Jubilee+Hills%2C+opposite+Bharatiya+Vidya+Bhavan+School%2C+Film+Nagar%2C+Hyderabad%2C+Telangana+500096","Orthopedics_Hospital"
"Dr. Mohan | Best Orthopaedician | Orthopedic Doctor Near Me | Best Bone Doctor Near Me | Hip Replacement Surgeon","Apollo Hospitals Jubilee Hills, Rd Number 72, opposite Bharatiya Vidya Bhavan School, Film Nagar, Hyderabad, Telangana 500096","apollo247.com","080 4696 1837","12","4.6","Orthopedic surgeon","Closed · Opens 7am Thu","Orthopedics Hospital","Jubilee Hills","500096","https://www.google.com/maps/search/?api=1&query=Dr.+Mohan+%7C+Best+Orthopaedician+%7C+Orthopedic+Doctor+Near+Me+%7C+Best+Bone+Doctor+Near+Me+%7C+Hip+Replacement+Surgeon+Apollo+Hospitals+Jubilee+Hills%2C+Rd+Number+72%2C+opposite+Bharatiya+Vidya+Bhavan+School%2C+Film+Nagar%2C+Hyderabad%2C+Telangana+500096","Orthopedics_Hospital"
"Dr P Sharat Kumar","Minus One Floor, Orthopedic opd Apollo, Apollo Health City Room 9054 Regency, Jubilee Hills, Hyderabad, Telangana 500096","drsharat.in","099083 01691","138","4.6","Orthopedic surgeon"," · Opens 10am Thu","Orthopedics Hospital","Jubilee Hills","500096","https://www.google.com/maps/search/?api=1&query=Dr+P+Sharat+Kumar+Minus+One+Floor%2C+Orthopedic+opd+Apollo%2C+Apollo+Health+City+Room+9054+Regency%2C+Jubilee+Hills%2C+Hyderabad%2C+Telangana+500096","Orthopedics_Hospital"
"Dr. Jairam Chandra Pingle-Best Orthopaedics Doctor Near Me | Carpal Tunnel Syndrome | Cerebral Palsy | 45+ Yrs. of Exp.","Apollo Hospitals Jubilee Hills, Rd Number 72, opposite Bharatiya Vidya Bhavan School, Film Nagar, Hyderabad, Telangana 500096","apollohospitals.com","040 6907 1200","19","4.5","Orthopedic surgeon","Open · Closes 11pm","Orthopedics Hospital","Jubilee Hills","500096","https://www.google.com/maps/search/?api=1&query=Dr.+Jairam+Chandra+Pingle-Best+Orthopaedics+Doctor+Near+Me+%7C+Carpal+Tunnel+Syndrome+%7C+Cerebral+Palsy+%7C+45%2B+Yrs.+of+Exp.+Apollo+Hospitals+Jubilee+Hills%2C+Rd+Number+72%2C+opposite+Bharatiya+Vidya+Bhavan+School%2C+Film+Nagar%2C+Hyderabad%2C+Telangana+500096","Orthopedics_Hospital"
"Dr. Kiran Varma Uddaraju |Best Orthopedic Doctor in Jubilee Hills|Joint Replacement & knee replacement Surgeon","Rd Number 72, opposite to bharatiya vidya Bhavan school, Film Nagar, Hyderabad, Telangana 500096","apollo247.com","080 4482 6101","3","5","Orthopedic surgeon","Open · Closes 11pm","Orthopedics Hospital","Jubilee Hills","500096","https://www.google.com/maps/search/?api=1&query=Dr.+Kiran+Varma+Uddaraju+%7CBest+Orthopedic+Doctor+in+Jubilee+Hills%7CJoint+Replacement+%26+knee+replacement+Surgeon+Rd+Number+72%2C+opposite+to+bharatiya+vidya+Bhavan+school%2C+Film+Nagar%2C+Hyderabad%2C+Telangana+500096","Orthopedics_Hospital"
"Dr. Rajeev Reddy - Best Orthopedic Oncologist and Sarcoma Specialist in Hyderabad | Apollo Hospitals Hyderabad","Room 15, Apollo Cancer Institute Block,Apollo Health City, Road No 72 Opp Bharatiya Vidya Bhavan School Film Nagar, Jubilee Hills, Hyderabad, Telangana 500096","apollohospitals.com","082182 52177","400","5","Oncologist"," · Opens 9am Thu","Orthopedics Hospital","Jubilee Hills","500096","https://www.google.com/maps/search/?api=1&query=Dr.+Rajeev+Reddy+-+Best+Orthopedic+Oncologist+and+Sarcoma+Specialist+in+Hyderabad+%7C+Apollo+Hospitals+Hyderabad+Room+15%2C+Apollo+Cancer+Institute+Block%2CApollo+Health+City%2C+Road+No+72+Opp+Bharatiya+Vidya+Bhavan+School+Film+Nagar%2C+Jubilee+Hills%2C+Hyderabad%2C+Telangana+500096","Orthopedics_Hospital"
"Dr. Pereddy Somashekhara Reddy","Apollo Hospitals, Jubilee Hills, Hyderabad, Telangana 500096","drpereddyortho.com","070757 77510","51","5","Orthopedic surgeon"," · Opens 9am Thu","Orthopedics Hospital","Jubilee Hills","500096","https://www.google.com/maps/search/?api=1&query=Dr.+Pereddy+Somashekhara+Reddy+Apollo+Hospitals%2C+Jubilee+Hills%2C+Hyderabad%2C+Telangana+500096","Orthopedics_Hospital"
"Dr. Alla Pranay- Best Orthopaedics Doctor | Robotic Joint Replacement | Sports Medicine ,Arthroscopy Surgeon","Rd Number 72, opposite Bharatiya Vidya Bhavan School, Film Nagar, Hyderabad, Telangana 500096","apollohospitals.com","040 6907 1296","423","5","Orthopedic surgeon","Open · Closes 11pm","Orthopedics Hospital","Jubilee Hills","500096","https://www.google.com/maps/search/?api=1&query=Dr.+Alla+Pranay-+Best+Orthopaedics+Doctor+%7C+Robotic+Joint+Replacement+%7C+Sports+Medicine+%2CArthroscopy+Surgeon+Rd+Number+72%2C+opposite+Bharatiya+Vidya+Bhavan+School%2C+Film+Nagar%2C+Hyderabad%2C+Telangana+500096","Orthopedics_Hospital"
"Best Orthopedic & Spine Surgeon | Ortho Care in Madhapur | Dr Krishna Bhargava Vem","First Floor, Plot number 1213, Vem Speciality Clinics, Ayyappa Society, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081","vemspecialtyclinics.com","083743 45767","118","4.8","Orthopedic surgeon"," · 9:30pm · Opens 5:30pm Thu","Orthopedics Hospital","Jubilee Hills","500081","https://www.google.com/maps/search/?api=1&query=Best+Orthopedic+%26+Spine+Surgeon+%7C+Ortho+Care+in+Madhapur+%7C+Dr+Krishna+Bhargava+Vem+First+Floor%2C+Plot+number+1213%2C+Vem+Speciality+Clinics%2C+Ayyappa+Society%2C+Sri+Sai+Nagar%2C+Madhapur%2C+Hyderabad%2C+Telangana+500081","Orthopedics_Hospital"
"Dr. Ravi Teja Rudraraju | Consultant Orthopedic - Sports Medicine | Best Orthopedic Surgeon in Hyderabad","Apollo Hospitals Jubilee Hills, Rd Number 72, opposite Bharatiya Vidya Bhavan School, Film Nagar, Hyderabad, Telangana 500096","apollohospitals.com","040 6907 1296","10","5","Sports medicine physician","Closed · Opens 10am Thu","Orthopedics Hospital","Jubilee Hills","500096","https://www.google.com/maps/search/?api=1&query=Dr.+Ravi+Teja+Rudraraju+%7C+Consultant+Orthopedic+-+Sports+Medicine+%7C+Best+Orthopedic+Surgeon+in+Hyderabad+Apollo+Hospitals+Jubilee+Hills%2C+Rd+Number+72%2C+opposite+Bharatiya+Vidya+Bhavan+School%2C+Film+Nagar%2C+Hyderabad%2C+Telangana+500096","Orthopedics_Hospital"
"Dr. Karthik Pingle-Consult With Best Orthopaedics Doctor Near Me | Carpal Tunnel Syndrome | Cerebral Palsy | 14+ Yrs. of Exp.","Apollo Hospitals Jubilee Hills, Rd Number 72, opposite Bharatiya Vidya Bhavan School, Film Nagar, Hyderabad, Telangana 500096","apollo247.com","040 6907 1200","15","4.8","Orthopedic surgeon","Open · Closes 11pm","Orthopedics Hospital","Jubilee Hills","500096","https://www.google.com/maps/search/?api=1&query=Dr.+Karthik+Pingle-Consult+With+Best+Orthopaedics+Doctor+Near+Me+%7C+Carpal+Tunnel+Syndrome+%7C+Cerebral+Palsy+%7C+14%2B+Yrs.+of+Exp.+Apollo+Hospitals+Jubilee+Hills%2C+Rd+Number+72%2C+opposite+Bharatiya+Vidya+Bhavan+School%2C+Film+Nagar%2C+Hyderabad%2C+Telangana+500096","Orthopedics_Hospital"
